period,ticker,origin,endpoint,horizon,method,crps,median_absolute_error,squared_error
2025,GS,2025-01-06,2025-01-07,1,JumpHMM,2.525677706951317,3.5291499770820565,13.199297684596074
2025,GS,2025-01-06,2025-01-07,1,Unchanged,3.2699999999999747,3.269999999999982,10.692899999998394
2025,GS,2025-01-06,2025-01-14,5,Adaptive volatility,7.779129911095965,11.731198346974907,149.18286610275084
2025,GS,2025-01-06,2025-01-14,5,Directional,7.779129911095965,11.731198346974907,149.18286610275084
2025,GS,2025-01-06,2025-01-14,5,JumpHMM,8.272876847608574,13.520448335245911,180.14434139042376
2025,GS,2025-01-06,2025-01-14,5,Unchanged,11.860000000000005,11.860000000000014,140.65959999999492
2025,GS,2025-01-07,2025-01-08,1,Adaptive volatility,2.3877863846123124,0.08379174296002623,0.017645988186459665
2025,GS,2025-01-07,2025-01-08,1,Directional,2.3877863846123124,0.08379174296002623,0.017645988186459665
2025,GS,2025-01-07,2025-01-08,1,JumpHMM,1.8595974749878081,0.28007700431237476,0.14805689259557028
2025,GS,2025-01-07,2025-01-08,1,Unchanged,0.10000000000002059,0.1000000000000227,0.0100000000000727
2025,GS,2025-01-07,2025-01-15,5,Adaptive volatility,15.765353836033936,25.757465895263675,644.6015438041907
2025,GS,2025-01-07,2025-01-15,5,Directional,15.765353836033936,25.757465895263675,644.6015438041907
2025,GS,2025-01-07,2025-01-15,5,JumpHMM,15.341017678437668,24.310589995210307,593.3104256081696
2025,GS,2025-01-07,2025-01-15,5,Unchanged,25.799999999999944,25.799999999999955,665.6399999999801
2025,GS,2025-01-08,2025-01-10,1,Adaptive volatility,14.520695453007235,20.029140041717294,403.249431219066
2025,GS,2025-01-08,2025-01-10,1,Directional,14.520695453007235,20.029140041717294,403.249431219066
2025,GS,2025-01-08,2025-01-10,1,JumpHMM,15.541199913147807,20.23373862297289,410.981740232585
2025,GS,2025-01-08,2025-01-10,1,Unchanged,20.019999999999996,20.019999999999985,400.8003999999856
2025,GS,2025-01-08,2025-01-16,5,Adaptive volatility,21.760078185200566,33.3453268163726,1080.039087424317
2025,GS,2025-01-08,2025-01-16,5,Directional,21.760078185200566,33.3453268163726,1080.039087424317
2025,GS,2025-01-08,2025-01-16,5,JumpHMM,21.065016646395534,31.23086847959947,978.2291865066428
2025,GS,2025-01-08,2025-01-16,5,Unchanged,32.97000000000009,32.97000000000003,1087.0209000000243
2025,GS,2025-01-10,2025-01-13,1,Adaptive volatility,2.697968194560777,2.8595664826773373,7.702647010553828
2025,GS,2025-01-10,2025-01-13,1,Directional,2.697968194560777,2.8595664826773373,7.702647010553828
2025,GS,2025-01-10,2025-01-13,1,JumpHMM,2.1876242575153615,2.760009769382729,7.300769297537393
2025,GS,2025-01-10,2025-01-13,1,Unchanged,2.9500000000000455,2.9500000000000455,8.702500000000269
2025,GS,2025-01-10,2025-01-17,5,Adaptive volatility,52.47651533027986,65.69765462331111,4264.86859821886
2025,GS,2025-01-10,2025-01-17,5,Directional,52.47651533027986,65.69765462331111,4264.86859821886
2025,GS,2025-01-10,2025-01-17,5,JumpHMM,52.94588553958101,64.4988225412892,4176.677085754752
2025,GS,2025-01-10,2025-01-17,5,Unchanged,65.94000000000017,65.94000000000005,4348.083600000007
2025,GS,2025-01-13,2025-01-14,1,Adaptive volatility,5.03661119488211,8.46434085220801,70.67196312184034
2025,GS,2025-01-13,2025-01-14,1,Directional,5.03661119488211,8.46434085220801,70.67196312184034
2025,GS,2025-01-13,2025-01-14,1,JumpHMM,5.1130937025088175,8.374054722764791,69.28046293127723
2025,GS,2025-01-13,2025-01-14,1,Unchanged,8.579999999999915,8.579999999999927,73.6164000000046
2025,GS,2025-01-13,2025-01-21,5,Adaptive volatility,58.52288271297643,71.8483207037746,5086.746202651761
2025,GS,2025-01-13,2025-01-21,5,Directional,58.52288271297643,71.8483207037746,5086.746202651761
2025,GS,2025-01-13,2025-01-21,5,JumpHMM,58.521616546265484,70.34095861719197,4939.550675544363
2025,GS,2025-01-13,2025-01-21,5,Unchanged,71.78999999999996,71.78999999999996,5153.804100000044
2025,GS,2025-01-14,2025-01-15,1,Adaptive volatility,28.348917700318594,34.296968656854496,1167.0823176741733
2025,GS,2025-01-14,2025-01-15,1,Directional,28.348917700318594,34.296968656854496,1167.0823176741733
2025,GS,2025-01-14,2025-01-15,1,JumpHMM,29.077608835618253,34.20167224805281,1160.2832681252632
2025,GS,2025-01-14,2025-01-15,1,Unchanged,34.38999999999993,34.389999999999986,1182.6721000000148
2025,GS,2025-01-14,2025-01-22,5,Adaptive volatility,47.65534741907879,60.962743183816734,3659.729542472818
2025,GS,2025-01-14,2025-01-22,5,Directional,47.65534741907879,60.962743183816734,3659.729542472818
2025,GS,2025-01-14,2025-01-22,5,JumpHMM,47.8657777407441,59.424188034049656,3565.2911667448993
2025,GS,2025-01-14,2025-01-22,5,Unchanged,61.19999999999991,61.200000000000045,3745.4400000000337
2025,GS,2025-01-15,2025-01-16,1,Adaptive volatility,4.459409076830506,7.15034273443113,49.06960096779022
2025,GS,2025-01-15,2025-01-16,1,Directional,4.459409076830506,7.15034273443113,49.06960096779022
2025,GS,2025-01-15,2025-01-16,1,JumpHMM,4.067961412476071,6.7861807770474725,45.12104028712156
2025,GS,2025-01-15,2025-01-16,1,Unchanged,7.070000000000047,7.07000000000005,49.98490000001678
2025,GS,2025-01-15,2025-01-23,5,Adaptive volatility,20.90338145195074,33.58439060927443,1088.1825808856872
2025,GS,2025-01-15,2025-01-23,5,Directional,20.90338145195074,33.58439060927443,1088.1825808856872
2025,GS,2025-01-15,2025-01-23,5,JumpHMM,21.492396846678133,31.880424247226756,1023.1589476436615
2025,GS,2025-01-15,2025-01-23,5,Unchanged,33.57999999999999,33.58000000000004,1127.616400000079
2025,GS,2025-01-16,2025-01-17,1,Adaptive volatility,7.905695005689203,12.975047533118262,167.43660897434395
2025,GS,2025-01-16,2025-01-17,1,Directional,7.905695005689203,12.975047533118262,167.43660897434395
2025,GS,2025-01-16,2025-01-17,1,JumpHMM,8.38209723440597,12.820533444309907,160.76324081796795
2025,GS,2025-01-16,2025-01-17,1,Unchanged,12.950000000000037,12.950000000000044,167.70250000001002
2025,GS,2025-01-16,2025-01-24,5,Adaptive volatility,14.201111082664532,23.98728309892628,541.2883554945519
2025,GS,2025-01-16,2025-01-24,5,Directional,14.201111082664532,23.98728309892628,541.2883554945519
2025,GS,2025-01-16,2025-01-24,5,JumpHMM,13.625606630111193,22.181313219068823,490.85158620475494
2025,GS,2025-01-16,2025-01-24,5,Unchanged,23.90999999999991,23.909999999999968,571.6881000000147
2025,GS,2025-01-17,2025-01-21,1,Adaptive volatility,5.341816038549209,8.93118198780212,76.55493237141286
2025,GS,2025-01-17,2025-01-21,1,Directional,5.341816038549209,8.93118198780212,76.55493237141286
2025,GS,2025-01-17,2025-01-21,1,JumpHMM,5.1988126108587425,8.65210740250806,72.90386611263891
2025,GS,2025-01-17,2025-01-21,1,Unchanged,8.799999999999953,8.799999999999955,77.4399999999912
2025,GS,2025-01-17,2025-01-27,5,Adaptive volatility,7.369804739398941,7.4371214482258665,45.40996650030425
2025,GS,2025-01-17,2025-01-27,5,Directional,7.369804739398941,7.4371214482258665,45.40996650030425
2025,GS,2025-01-17,2025-01-27,5,JumpHMM,5.609233852189438,5.787002360205861,34.61753305677368
2025,GS,2025-01-17,2025-01-27,5,Unchanged,7.3399999999999155,7.339999999999918,53.875599999992126
2025,GS,2025-01-21,2025-01-22,1,Adaptive volatility,3.1064018066423364,2.001280023754551,4.611522466537361
2025,GS,2025-01-21,2025-01-22,1,Directional,3.1064018066423364,2.001280023754551,4.611522466537361
2025,GS,2025-01-21,2025-01-22,1,JumpHMM,2.296053865917757,2.3023166965680275,5.443307900460222
2025,GS,2025-01-21,2025-01-22,1,Unchanged,2.009999999999984,2.009999999999991,4.040099999998592
2025,GS,2025-01-21,2025-01-28,5,Adaptive volatility,6.689127588162447,2.9939433116427003,5.479843935549668
2025,GS,2025-01-21,2025-01-28,5,Directional,6.689127588162447,2.9939433116427003,5.479843935549668
2025,GS,2025-01-21,2025-01-28,5,JumpHMM,5.030880496040839,1.4554368602154757,2.0902919716999273
2025,GS,2025-01-21,2025-01-28,5,Unchanged,3.0599999999999388,3.0599999999999454,9.363600000001751
2025,GS,2025-01-22,2025-01-23,1,Adaptive volatility,4.3012262896721065,6.649189810487769,44.258627454854114
2025,GS,2025-01-22,2025-01-23,1,Directional,4.3012262896721065,6.649189810487769,44.258627454854114
2025,GS,2025-01-22,2025-01-23,1,JumpHMM,3.955334921566591,6.576114128683609,43.13177777260788
2025,GS,2025-01-22,2025-01-23,1,Unchanged,6.769999999999993,6.769999999999982,45.832899999990524
2025,GS,2025-01-22,2025-01-29,5,Adaptive volatility,6.816669441846535,4.628663695193988,16.42895393549276
2025,GS,2025-01-22,2025-01-29,5,Directional,6.816669441846535,4.628663695193988,16.42895393549276
2025,GS,2025-01-22,2025-01-29,5,JumpHMM,5.175522323328545,3.100174228783582,11.567053478596284
2025,GS,2025-01-22,2025-01-29,5,Unchanged,4.649999999999987,4.649999999999977,21.622499999993448
2025,GS,2025-01-23,2025-01-24,1,Adaptive volatility,3.1393056316123733,2.603649127812029,7.6656489009451905
2025,GS,2025-01-23,2025-01-24,1,Directional,3.1393056316123733,2.603649127812029,7.6656489009451905
2025,GS,2025-01-23,2025-01-24,1,JumpHMM,2.4593060842895658,2.8984260059525773,9.233014293826669
2025,GS,2025-01-23,2025-01-24,1,Unchanged,2.600000000000022,2.6000000000000227,6.760000000000118
2025,GS,2025-01-23,2025-01-30,5,Adaptive volatility,7.020487505413456,6.0589707859950295,30.426729191104144
2025,GS,2025-01-23,2025-01-30,5,Directional,7.020487505413456,6.0589707859950295,30.426729191104144
2025,GS,2025-01-23,2025-01-30,5,JumpHMM,5.371377493041808,4.451759387620162,21.95291612041122
2025,GS,2025-01-23,2025-01-30,5,Unchanged,6.200000000000043,6.2000000000000455,38.440000000000566
2025,GS,2025-01-24,2025-01-27,1,Adaptive volatility,3.2569980779674084,3.617512911054822,13.916168999781357
2025,GS,2025-01-24,2025-01-27,1,Directional,3.2569980779674084,3.617512911054822,13.916168999781357
2025,GS,2025-01-24,2025-01-27,1,JumpHMM,2.732884795781432,3.7704237348751426,15.136938961395005
2025,GS,2025-01-24,2025-01-27,1,Unchanged,3.619999999999997,3.620000000000005,13.104400000008264
2025,GS,2025-01-24,2025-01-31,5,Adaptive volatility,6.5273991943718785,3.221523176192098,7.916489012962674
2025,GS,2025-01-24,2025-01-31,5,Directional,6.5273991943718785,3.221523176192098,7.916489012962674
2025,GS,2025-01-24,2025-01-31,5,JumpHMM,5.056729742669301,1.8469955633483248,3.5682083111435237
2025,GS,2025-01-24,2025-01-31,5,Unchanged,3.4999999999999942,3.5,12.249999999992042
2025,GS,2025-01-27,2025-01-28,1,Adaptive volatility,3.480742066910505,4.5296534715078,19.09512852079035
2025,GS,2025-01-27,2025-01-28,1,Directional,3.480742066910505,4.5296534715078,19.09512852079035
2025,GS,2025-01-27,2025-01-28,1,JumpHMM,2.9074838671026613,4.358816972610346,18.15236631580119
2025,GS,2025-01-27,2025-01-28,1,Unchanged,4.519999999999977,4.519999999999982,20.43040000000292
2025,GS,2025-01-27,2025-02-03,5,Adaptive volatility,6.295221881483324,0.7811935641306794,2.434686440132045
2025,GS,2025-01-27,2025-02-03,5,Directional,6.295221881483324,0.7811935641306794,2.434686440132045
2025,GS,2025-01-27,2025-02-03,5,JumpHMM,5.0985859434390415,2.4681771441237665,6.207497610527722
2025,GS,2025-01-27,2025-02-03,5,Unchanged,0.9099999999999636,0.9099999999999682,0.8280999999993214
2025,GS,2025-01-28,2025-01-29,1,Adaptive volatility,2.793182436100184,0.32652856061224605,0.18986785726311517
2025,GS,2025-01-28,2025-01-29,1,Directional,2.793182436100184,0.32652856061224605,0.18986785726311517
2025,GS,2025-01-28,2025-01-29,1,JumpHMM,2.0576987719680275,0.7345772313672114,0.7173544271259873
2025,GS,2025-01-28,2025-01-29,1,Unchanged,0.4199999999999604,0.4199999999999591,0.1764000000003476
2025,GS,2025-01-28,2025-02-04,5,Adaptive volatility,6.384331251253857,3.6212826837228627,17.044323548294354
2025,GS,2025-01-28,2025-02-04,5,Directional,6.384331251253857,3.6212826837228627,17.044323548294354
2025,GS,2025-01-28,2025-02-04,5,JumpHMM,5.549545086655537,5.545957173234645,30.19952983753669
2025,GS,2025-01-28,2025-02-04,5,Unchanged,3.620000000000004,3.620000000000005,13.104400000003324
2025,GS,2025-01-29,2025-01-30,1,Adaptive volatility,4.9797356615090935,8.350453835311518,68.4382275430333
2025,GS,2025-01-29,2025-01-30,1,Directional,4.9797356615090935,8.350453835311518,68.4382275430333
2025,GS,2025-01-29,2025-01-30,1,JumpHMM,4.820472650228907,8.070247768611429,64.2480801788845
2025,GS,2025-01-29,2025-01-30,1,Unchanged,8.320000000000057,8.32000000000005,69.2224000000103
2025,GS,2025-01-29,2025-02-05,5,Adaptive volatility,7.177014615939481,8.41020791170653,61.026854350268074
2025,GS,2025-01-29,2025-02-05,5,Directional,7.177014615939481,8.41020791170653,61.026854350268074
2025,GS,2025-01-29,2025-02-05,5,JumpHMM,5.766015877464465,6.277556168175352,41.944217775351625
2025,GS,2025-01-29,2025-02-05,5,Unchanged,8.070000000000057,8.07000000000005,65.12490000000999
2025,GS,2025-01-30,2025-01-31,1,Adaptive volatility,3.700507550008623,5.345895413247149,28.968550072154184
2025,GS,2025-01-30,2025-01-31,1,Directional,3.700507550008623,5.345895413247149,28.968550072154184
2025,GS,2025-01-30,2025-01-31,1,JumpHMM,3.5276803325687944,5.571170357672334,32.40982009776306
2025,GS,2025-01-30,2025-01-31,1,Unchanged,5.300000000000065,5.300000000000068,28.0899999999959
2025,GS,2025-01-30,2025-02-06,5,Adaptive volatility,8.63323175110655,13.034468566145089,150.6412359836786
2025,GS,2025-01-30,2025-02-06,5,Directional,8.63323175110655,13.034468566145089,150.6412359836786
2025,GS,2025-01-30,2025-02-06,5,JumpHMM,7.187498305379339,10.69819563910437,114.17465984769372
2025,GS,2025-01-30,2025-02-06,5,Unchanged,12.51999999999998,12.519999999999982,156.75040000001093
2025,GS,2025-01-31,2025-02-03,1,Adaptive volatility,4.810572863638272,7.980901144473061,64.6310896857336
2025,GS,2025-01-31,2025-02-03,1,Directional,4.810572863638272,7.980901144473061,64.6310896857336
2025,GS,2025-01-31,2025-02-03,1,JumpHMM,5.141250762909829,8.330052913169538,71.23773822445919
2025,GS,2025-01-31,2025-02-03,1,Unchanged,8.029999999999966,8.029999999999973,64.48090000001783
2025,GS,2025-01-31,2025-02-07,5,Adaptive volatility,9.845478185032825,16.069004808660754,238.29687193323545
2025,GS,2025-01-31,2025-02-07,5,Directional,9.845478185032825,16.069004808660754,238.29687193323545
2025,GS,2025-01-31,2025-02-07,5,JumpHMM,8.63098224663112,13.99931253413763,196.19678129889974
2025,GS,2025-01-31,2025-02-07,5,Unchanged,15.499999999999995,15.5,240.24999999996476
2025,GS,2025-02-03,2025-02-04,1,Adaptive volatility,2.75490723627256,1.794790505298541,2.9229200876474053
2025,GS,2025-02-03,2025-02-04,1,Directional,2.75490723627256,1.794790505298541,2.9229200876474053
2025,GS,2025-02-03,2025-02-04,1,JumpHMM,2.1470958481518356,1.5727696814344274,2.061248081231503
2025,GS,2025-02-03,2025-02-04,1,Unchanged,1.8099999999999457,1.8099999999999457,3.276099999997745
2025,GS,2025-02-03,2025-02-10,5,Adaptive volatility,10.843788501759557,18.149914831600654,311.9088415026999
2025,GS,2025-02-03,2025-02-10,5,Directional,10.843788501759557,18.149914831600654,311.9088415026999
2025,GS,2025-02-03,2025-02-10,5,JumpHMM,9.879158726600933,16.347416731349654,270.32906774264575
2025,GS,2025-02-03,2025-02-10,5,Unchanged,18.159999999999936,18.159999999999968,329.7855999999782
2025,GS,2025-02-04,2025-02-05,1,Adaptive volatility,6.81155315665626,11.297928399744933,125.64443521794347
2025,GS,2025-02-04,2025-02-05,1,Directional,6.81155315665626,11.297928399744933,125.64443521794347
2025,GS,2025-02-04,2025-02-05,1,JumpHMM,6.932752473033541,11.080235177510758,118.52264450536002
2025,GS,2025-02-04,2025-02-05,1,Unchanged,11.270000000000104,11.270000000000095,127.0128999999996
2025,GS,2025-02-04,2025-02-11,5,Adaptive volatility,8.513253560298828,13.068551592108255,156.56377168866254
2025,GS,2025-02-04,2025-02-11,5,Directional,8.513253560298828,13.068551592108255,156.56377168866254
2025,GS,2025-02-04,2025-02-11,5,JumpHMM,7.355904954490853,11.1672790561164,126.85202020067442
2025,GS,2025-02-04,2025-02-11,5,Unchanged,13.060000000000068,13.06000000000006,170.5635999999986
2025,GS,2025-02-05,2025-02-06,1,Adaptive volatility,7.761845733022022,12.689083447358598,158.8030225127366
2025,GS,2025-02-05,2025-02-06,1,Directional,7.761845733022022,12.689083447358598,158.8030225127366
2025,GS,2025-02-05,2025-02-06,1,JumpHMM,8.094206664933488,12.530804317177777,155.72597327788117
2025,GS,2025-02-05,2025-02-06,1,Unchanged,12.76999999999997,12.769999999999982,163.07290000001117
2025,GS,2025-02-05,2025-02-12,5,Adaptive volatility,6.174591241183393,3.1182112248955414,8.07646362842781
2025,GS,2025-02-05,2025-02-12,5,Directional,6.174591241183393,3.1182112248955414,8.07646362842781
2025,GS,2025-02-05,2025-02-12,5,JumpHMM,5.152983113685321,1.833236815959708,4.021330592806338
2025,GS,2025-02-05,2025-02-12,5,Unchanged,3.5499999999999416,3.5499999999999545,12.602500000002903
2025,GS,2025-02-06,2025-02-07,1,Adaptive volatility,2.9054947451628856,2.3953708137747376,5.964381769416348
2025,GS,2025-02-06,2025-02-07,1,Directional,2.9054947451628856,2.3953708137747376,5.964381769416348
2025,GS,2025-02-06,2025-02-07,1,JumpHMM,2.4201090116360358,2.542603761781114,6.807626766770966
2025,GS,2025-02-06,2025-02-07,1,Unchanged,2.3200000000000514,2.32000000000005,5.382400000001815
2025,GS,2025-02-06,2025-02-13,5,Adaptive volatility,7.366060256639482,9.109986256368984,91.61498882547333
2025,GS,2025-02-06,2025-02-13,5,Directional,7.366060256639482,9.109986256368984,91.61498882547333
2025,GS,2025-02-06,2025-02-13,5,JumpHMM,7.446853703489615,11.0993778119636,125.18337561623706
2025,GS,2025-02-06,2025-02-13,5,Unchanged,9.269999999999984,9.269999999999982,85.93290000000599
2025,GS,2025-02-07,2025-02-10,1,Adaptive volatility,3.68688497008444,5.449522284623754,30.590988954768633
2025,GS,2025-02-07,2025-02-10,1,Directional,3.68688497008444,5.449522284623754,30.590988954768633
2025,GS,2025-02-07,2025-02-10,1,JumpHMM,3.57770847085448,5.613091006877805,34.46841268877907
2025,GS,2025-02-07,2025-02-10,1,Unchanged,5.370000000000001,5.3700000000000045,28.83690000001226
2025,GS,2025-02-07,2025-02-14,5,Adaptive volatility,6.34555869956948,4.760518559030061,16.929947191431708
2025,GS,2025-02-07,2025-02-14,5,Directional,6.34555869956948,4.760518559030061,16.929947191431708
2025,GS,2025-02-07,2025-02-14,5,JumpHMM,5.2852395690479055,2.703021312727136,7.665845504601765
2025,GS,2025-02-07,2025-02-14,5,Unchanged,4.649999999999977,4.649999999999977,21.622499999989216
2025,GS,2025-02-10,2025-02-11,1,Adaptive volatility,2.9972877479109066,3.24404445699516,11.681301613408628
2025,GS,2025-02-10,2025-02-11,1,Directional,2.9972877479109066,3.24404445699516,11.681301613408628
2025,GS,2025-02-10,2025-02-11,1,JumpHMM,2.6890694637936474,3.509637246934062,13.794374931252806
2025,GS,2025-02-10,2025-02-11,1,Unchanged,3.2899999999999676,3.2899999999999636,10.824099999997516
2025,GS,2025-02-10,2025-02-18,5,Adaptive volatility,12.878167962656912,21.76662387920601,451.75287686801374
2025,GS,2025-02-10,2025-02-18,5,Directional,12.878167962656912,21.76662387920601,451.75287686801374
2025,GS,2025-02-10,2025-02-18,5,JumpHMM,12.08916983486133,19.865339239934997,400.7831250274162
2025,GS,2025-02-10,2025-02-18,5,Unchanged,21.66000000000008,21.66000000000008,469.1556000000183
2025,GS,2025-02-11,2025-02-12,1,Adaptive volatility,2.6579581751566654,1.704960862190281,2.5926917529944884
2025,GS,2025-02-11,2025-02-12,1,Directional,2.6579581751566654,1.704960862190281,2.5926917529944884
2025,GS,2025-02-11,2025-02-12,1,JumpHMM,2.160324445825676,1.514283076149809,2.038136864218721
2025,GS,2025-02-11,2025-02-12,1,Unchanged,1.7599999999999956,1.759999999999991,3.0976000000011683
2025,GS,2025-02-11,2025-02-19,5,Adaptive volatility,12.200883848002555,20.623291919199648,405.78121403986626
2025,GS,2025-02-11,2025-02-19,5,Directional,12.200883848002555,20.623291919199648,405.78121403986626
2025,GS,2025-02-11,2025-02-19,5,JumpHMM,11.607159914274659,19.145687902532018,373.6877475567673
2025,GS,2025-02-11,2025-02-19,5,Unchanged,20.90999999999993,20.909999999999968,437.22810000001294
2025,GS,2025-02-12,2025-02-13,1,Adaptive volatility,2.546984636622731,0.0652785100148018,0.007449874715034895
2025,GS,2025-02-12,2025-02-13,1,Directional,2.546984636622731,0.0652785100148018,0.007449874715034895
2025,GS,2025-02-12,2025-02-13,1,JumpHMM,2.0774375081859757,0.24611445630356832,0.09530048763023087
2025,GS,2025-02-12,2025-02-13,1,Unchanged,0.0499999999999545,0.0499999999999545,0.0024999999999954
2025,GS,2025-02-12,2025-02-20,5,Adaptive volatility,6.4690657972462775,6.948031791761498,53.77208599833429
2025,GS,2025-02-12,2025-02-20,5,Directional,6.4690657972462775,6.948031791761498,53.77208599833429
2025,GS,2025-02-12,2025-02-20,5,JumpHMM,6.479711425558722,8.522673918463397,73.72045269600927
2025,GS,2025-02-12,2025-02-20,5,Unchanged,6.7400000000000055,6.740000000000009,45.427600000000126
2025,GS,2025-02-13,2025-02-14,1,Adaptive volatility,7.1430263922814845,11.727341042468575,135.40039992616454
2025,GS,2025-02-13,2025-02-14,1,Directional,7.1430263922814845,11.727341042468575,135.40039992616454
2025,GS,2025-02-13,2025-02-14,1,JumpHMM,7.058324702018482,11.267758187535415,125.39974891393992
2025,GS,2025-02-13,2025-02-14,1,Unchanged,11.5999999999999,11.599999999999907,134.56000000000844
2025,GS,2025-02-13,2025-02-21,5,Adaptive volatility,14.022676396433772,23.239009273184706,559.3202750286368
2025,GS,2025-02-13,2025-02-21,5,Directional,14.022676396433772,23.239009273184706,559.3202750286368
2025,GS,2025-02-13,2025-02-21,5,JumpHMM,15.574302854062603,25.276092923457934,629.0653794166614
2025,GS,2025-02-13,2025-02-21,5,Unchanged,23.34999999999997,23.350000000000023,545.2224999999798
2025,GS,2025-02-14,2025-02-18,1,Adaptive volatility,7.079407538883067,11.61454462533493,133.6839430475632
2025,GS,2025-02-14,2025-02-18,1,Directional,7.079407538883067,11.61454462533493,133.6839430475632
2025,GS,2025-02-14,2025-02-18,1,JumpHMM,7.198477892334353,11.455877618212261,129.64436066078048
2025,GS,2025-02-14,2025-02-18,1,Unchanged,11.640000000000091,11.6400000000001,135.48959999998644
2025,GS,2025-02-14,2025-02-24,5,Adaptive volatility,22.31392404081021,34.22932953371927,1197.5831814410094
2025,GS,2025-02-14,2025-02-24,5,Directional,22.31392404081021,34.22932953371927,1197.5831814410094
2025,GS,2025-02-14,2025-02-24,5,JumpHMM,24.450054865509816,36.159088304469456,1308.0413584886292
2025,GS,2025-02-14,2025-02-24,5,Unchanged,34.40999999999989,34.40999999999997,1184.0481000000448
2025,GS,2025-02-18,2025-02-19,1,Adaptive volatility,3.2287514839103957,4.171319768669567,17.439060920437825
2025,GS,2025-02-18,2025-02-19,1,Directional,3.2287514839103957,4.171319768669567,17.439060920437825
2025,GS,2025-02-18,2025-02-19,1,JumpHMM,3.010859112530459,4.289410306740176,19.78993078294743
2025,GS,2025-02-18,2025-02-19,1,Unchanged,4.040000000000076,4.040000000000077,16.3216000000043
2025,GS,2025-02-18,2025-02-25,5,Adaptive volatility,43.93312357088644,57.34881575005488,3355.7486328524733
2025,GS,2025-02-18,2025-02-25,5,Directional,43.93312357088644,57.34881575005488,3355.7486328524733
2025,GS,2025-02-18,2025-02-25,5,JumpHMM,45.13884217729882,59.187258226932045,3469.025695442486
2025,GS,2025-02-18,2025-02-25,5,Unchanged,57.280000000000115,57.280000000000086,3280.998400000062
2025,GS,2025-02-19,2025-02-20,1,Adaptive volatility,20.037547602906145,26.03570827831288,683.670476420682
2025,GS,2025-02-19,2025-02-20,1,Directional,20.037547602906145,26.03570827831288,683.670476420682
2025,GS,2025-02-19,2025-02-20,1,JumpHMM,20.742169296028518,26.167213215517638,693.8548662372472
2025,GS,2025-02-19,2025-02-20,1,Unchanged,25.88999999999991,25.889999999999983,670.2921000000582
2025,GS,2025-02-19,2025-02-26,5,Adaptive volatility,37.38663522396328,50.4311972685875,2588.483177187953
2025,GS,2025-02-19,2025-02-26,5,Directional,37.38663522396328,50.4311972685875,2588.483177187953
2025,GS,2025-02-19,2025-02-26,5,JumpHMM,38.60913836871349,52.05150227855165,2706.398917547338
2025,GS,2025-02-19,2025-02-26,5,Unchanged,50.380000000000074,50.379999999999995,2538.1444000001143
2025,GS,2025-02-20,2025-02-21,1,Adaptive volatility,11.063786020439103,16.754388124185578,281.90421121662087
2025,GS,2025-02-20,2025-02-21,1,Directional,11.063786020439103,16.754388124185578,281.90421121662087
2025,GS,2025-02-20,2025-02-21,1,JumpHMM,12.107807788870332,16.976788441528168,288.7571298635884
2025,GS,2025-02-20,2025-02-21,1,Unchanged,16.65999999999995,16.659999999999968,277.5556000000103
2025,GS,2025-02-20,2025-02-27,5,Adaptive volatility,22.31951426700645,34.32437683949282,1209.516599711825
2025,GS,2025-02-20,2025-02-27,5,Directional,22.31951426700645,34.32437683949282,1209.516599711825
